#name	length	coverage
NODE_2061	36	879.727273
NODE_2062	36	469.636364
NODE_2063	36	456.000000
NODE_2064	36	423.909091
NODE_2065	36	382.363636
NODE_2066	36	381.000000
NODE_2067	36	378.909091
NODE_2068	36	370.090909
NODE_2069	36	262.181818
NODE_2070	36	247.454545
NODE_2071	36	226.000000
NODE_2072	36	214.545455
NODE_2073	36	211.636364
NODE_2074	36	205.818182
NODE_2075	36	204.636364
NODE_2076	36	203.363636
NODE_2077	36	189.545455
NODE_2078	36	177.272727
NODE_2079	36	170.636364
NODE_2080	36	167.545455
NODE_2081	36	2.000000
NODE_2082	36	1.000000
NODE_2083	35	1059.100000
NODE_2084	35	957.300000
NODE_2085	35	525.000000
NODE_2086	35	357.700000
NODE_2087	35	348.000000
NODE_2088	35	78.500000
NODE_2089	35	74.600000
NODE_2090	35	63.600000
NODE_2091	35	60.100000
NODE_2092	35	58.600000
NODE_2093	35	57.500000
NODE_2094	35	56.500000
NODE_2095	35	47.800000
NODE_2096	35	37.000000
NODE_2097	35	35.900000
NODE_2098	34	2889.555556
NODE_2099	34	2332.666667
NODE_2100	34	1504.111111
NODE_2101	34	779.222222
NODE_2102	34	440.444444
NODE_2103	34	378.444444
NODE_2104	34	347.111111
NODE_2105	34	296.222222
NODE_2106	34	210.777778
NODE_2107	34	69.000000
NODE_2108	34	66.888889
NODE_2109	34	66.000000
NODE_2110	34	61.000000
NODE_2111	34	52.777778
NODE_2112	34	49.666667
NODE_2113	34	49.555556
NODE_2114	34	48.888889
NODE_2115	34	47.555556
NODE_2116	34	33.777778
NODE_2117	34	29.555556
NODE_2118	34	29.222222
NODE_2119	34	29.000000
NODE_2120	34	27.555556
NODE_2121	34	26.444444
NODE_2122	34	26.333333
NODE_2123	34	25.333333
NODE_2124	34	22.777778
NODE_2125	34	19.777778
NODE_2126	34	1.000000
NODE_2127	33	1138.500000
NODE_2128	33	930.625000
NODE_2129	33	602.250000
NODE_2130	33	594.750000
NODE_2131	33	491.625000
NODE_2132	33	484.000000
NODE_2133	33	403.250000
NODE_2134	33	402.375000
NODE_2135	33	386.500000
NODE_2136	33	319.125000
NODE_2137	33	273.750000
NODE_2138	33	260.875000
NODE_2139	33	236.625000
NODE_2140	33	211.375000
NODE_2141	33	197.375000
NODE_2142	33	194.625000
NODE_2143	33	189.125000
NODE_2144	33	188.125000
NODE_2145	33	175.750000
NODE_2146	33	169.000000
NODE_2147	33	27.750000
NODE_2148	33	24.875000
NODE_2149	33	23.875000
NODE_2150	33	22.125000
NODE_2151	33	21.125000
NODE_2152	32	2347.571429
NODE_2153	32	559.714286
NODE_2154	32	546.142857
NODE_2155	32	539.714286
NODE_2156	32	437.428571
NODE_2157	32	416.857143
NODE_2158	32	382.571429
NODE_2159	32	368.428571
NODE_2160	32	350.285714
NODE_2161	32	264.571429
NODE_2162	32	195.000000
NODE_2163	32	193.714286
NODE_2164	32	45.857143
NODE_2165	31	1144.500000
NODE_2166	31	985.333333
NODE_2167	31	795.666667
NODE_2168	31	547.333333
NODE_2169	31	285.000000
NODE_2170	30	1405.000000
NODE_2171	30	939.200000
NODE_2172	30	671.200000
NODE_2173	30	643.800000
NODE_2174	30	568.200000
NODE_2175	30	475.000000
NODE_2176	30	418.000000
NODE_2177	30	413.000000
NODE_2178	30	391.200000
NODE_2179	30	385.600000
NODE_2180	30	363.400000
NODE_2181	30	307.800000
NODE_2182	30	219.800000
NODE_2183	30	196.000000
NODE_2184	30	194.600000
NODE_2185	30	180.800000
NODE_2186	30	178.600000
NODE_2187	30	168.800000
NODE_2188	30	163.000000
NODE_2189	30	158.200000
NODE_2190	30	135.400000
NODE_2191	30	87.600000
NODE_2192	30	62.200000
NODE_2193	30	48.000000
NODE_2194	29	2026.750000
NODE_2195	29	1171.750000
NODE_2196	29	952.750000
NODE_2197	29	905.500000
NODE_2198	29	789.000000
NODE_2199	29	612.750000
NODE_2200	29	481.250000
NODE_2201	29	385.500000
NODE_2202	29	373.000000
NODE_2203	29	354.000000
NODE_2204	29	337.250000
NODE_2205	29	335.500000
NODE_2206	29	273.000000
NODE_2207	29	241.250000
NODE_2208	29	208.000000
NODE_2209	29	179.750000
NODE_2210	29	176.500000
NODE_2211	29	160.500000
NODE_2212	29	144.500000
NODE_2213	28	2494.000000
NODE_2214	28	1646.333333
NODE_2215	28	1422.333333
NODE_2216	28	1119.000000
NODE_2217	28	994.333333
NODE_2218	28	953.333333
NODE_2219	28	796.000000
NODE_2220	28	648.666667
NODE_2221	28	603.000000
NODE_2222	28	591.000000
NODE_2223	28	585.333333
NODE_2224	28	560.000000
NODE_2225	28	557.333333
NODE_2226	28	549.333333
NODE_2227	28	533.000000
NODE_2228	28	508.000000
NODE_2229	28	466.666667
NODE_2230	28	457.333333
NODE_2231	28	415.666667
NODE_2232	28	358.666667
NODE_2233	28	357.666667
NODE_2234	28	310.000000
NODE_2235	28	308.000000
NODE_2236	28	293.666667
NODE_2237	28	216.666667
NODE_2238	28	188.666667
NODE_2239	28	188.000000
NODE_2240	28	159.666667
NODE_2241	28	10.000000
NODE_2242	27	1320.500000
NODE_2243	27	1219.000000
NODE_2244	27	1107.000000
NODE_2245	27	1031.000000
NODE_2246	27	1010.500000
NODE_2247	27	994.000000
NODE_2248	27	967.000000
NODE_2249	27	865.500000
NODE_2250	27	845.500000
NODE_2251	27	770.500000
NODE_2252	27	669.000000
NODE_2253	27	628.500000
NODE_2254	27	613.500000
NODE_2255	27	597.000000
NODE_2256	27	579.500000
NODE_2257	27	578.000000
NODE_2258	27	540.000000
NODE_2259	27	500.500000
NODE_2260	27	451.000000
NODE_2261	27	442.000000
NODE_2262	27	429.000000
NODE_2263	27	426.000000
NODE_2264	27	407.500000
NODE_2265	27	402.500000
NODE_2266	27	402.500000
NODE_2267	27	398.000000
NODE_2268	27	392.000000
NODE_2269	27	388.000000
NODE_2270	27	387.500000
NODE_2271	27	383.000000
NODE_2272	27	368.500000
NODE_2273	27	367.000000
NODE_2274	27	358.500000
NODE_2275	27	353.000000
NODE_2276	27	350.500000
NODE_2277	27	325.000000
NODE_2278	27	324.500000
NODE_2279	27	272.500000
NODE_2280	27	253.500000
NODE_2281	27	215.500000
NODE_2282	27	213.500000
NODE_2283	27	208.500000
NODE_2284	27	206.500000
NODE_2285	27	205.000000
NODE_2286	27	203.500000
NODE_2287	27	201.500000
NODE_2288	27	201.500000
NODE_2289	27	201.500000
NODE_2290	27	198.000000
NODE_2291	27	196.000000
NODE_2292	27	195.000000
NODE_2293	27	194.500000
NODE_2294	27	194.000000
NODE_2295	27	187.500000
NODE_2296	27	181.000000
NODE_2297	27	179.500000
NODE_2298	27	177.500000
NODE_2299	27	175.500000
NODE_2300	27	172.000000
NODE_2301	27	172.000000
NODE_2302	27	171.500000
NODE_2303	27	170.000000
NODE_2304	27	166.500000
NODE_2305	27	125.000000
NODE_2306	26	5492.000000
NODE_2307	26	4814.000000
NODE_2308	26	4453.000000
NODE_2309	26	4359.000000
NODE_2310	26	2884.000000
NODE_2311	26	2600.000000
NODE_2312	26	2415.000000
NODE_2313	26	2296.000000
NODE_2314	26	2118.000000
NODE_2315	26	2056.000000
NODE_2316	26	1951.000000
NODE_2317	26	1898.000000
NODE_2318	26	1840.000000
NODE_2319	26	1835.000000
NODE_2320	26	1829.000000
NODE_2321	26	1750.000000
NODE_2322	26	1736.000000
NODE_2323	26	1687.000000
NODE_2324	26	1607.000000
NODE_2325	26	1580.000000
NODE_2326	26	1550.000000
NODE_2327	26	1354.000000
NODE_2328	26	1301.000000
NODE_2329	26	1223.000000
NODE_2330	26	1214.000000
NODE_2331	26	1150.000000
NODE_2332	26	1111.000000
NODE_2333	26	1107.000000
NODE_2334	26	1088.000000
NODE_2335	26	1068.000000
NODE_2336	26	1028.000000
NODE_2337	26	990.000000
NODE_2338	26	873.000000
NODE_2339	26	857.000000
NODE_2340	26	825.000000
NODE_2341	26	824.000000
NODE_2342	26	823.000000
NODE_2343	26	819.000000
NODE_2344	26	816.000000
NODE_2345	26	805.000000
NODE_2346	26	798.000000
NODE_2347	26	789.000000
NODE_2348	26	788.000000
NODE_2349	26	778.000000
NODE_2350	26	778.000000
NODE_2351	26	776.000000
NODE_2352	26	768.000000
NODE_2353	26	763.000000
NODE_2354	26	760.000000
NODE_2355	26	760.000000
NODE_2356	26	752.000000
NODE_2357	26	751.000000
NODE_2358	26	745.000000
NODE_2359	26	722.000000
NODE_2360	26	722.000000
NODE_2361	26	712.000000
NODE_2362	26	703.000000
NODE_2363	26	701.000000
NODE_2364	26	698.000000
NODE_2365	26	698.000000
NODE_2366	26	690.000000
NODE_2367	26	683.000000
NODE_2368	26	677.000000
NODE_2369	26	674.000000
NODE_2370	26	665.000000
NODE_2371	26	654.000000
NODE_2372	26	640.000000
NODE_2373	26	622.000000
NODE_2374	26	601.000000
NODE_2375	26	600.000000
NODE_2376	26	568.000000
NODE_2377	26	562.000000
NODE_2378	26	549.000000
NODE_2379	26	536.000000
NODE_2380	26	498.000000
NODE_2381	26	464.000000
NODE_2382	26	456.000000
NODE_2383	26	455.000000
NODE_2384	26	429.000000
NODE_2385	26	426.000000
NODE_2386	26	400.000000
NODE_2387	26	373.000000
NODE_2388	26	354.000000
NODE_2389	26	353.000000
NODE_2390	26	333.000000
NODE_2391	26	324.000000
NODE_2392	26	318.000000
NODE_2393	26	313.000000
NODE_2394	26	283.000000
NODE_2395	26	269.000000
NODE_2396	26	257.000000
NODE_2397	26	255.000000
NODE_2398	26	213.000000
NODE_2399	26	199.000000
NODE_2400	26	190.000000
NODE_2401	26	188.000000
NODE_2402	26	184.000000
NODE_2403	26	181.000000
NODE_2404	26	173.000000
NODE_2405	26	170.000000
NODE_2406	26	164.000000
NODE_2407	26	157.000000
